time,IR
72.058, 610
72.078, 646
72.097, 668
72.117, 700
72.137, 698
72.158, 701
72.178, 708
72.199, 723
72.217, 733
72.238, 720
72.258, 722
72.278, 705
72.298, 693
72.317, 711
72.337, 704
72.358, 680
72.378, 685
72.399, 663
72.419, 659
72.438, 668
72.458, 655
72.478, 670
72.499, 634
72.519, 626
72.540, 630
72.558, 638
72.579, 634
72.599, 605
72.620, 604
72.640, 584
72.661, 576
72.679, 588
72.700, 589
72.719, 575
72.740, 576
72.760, 553
72.781, 562
72.799, 551
72.819, 565
72.840, 554
72.860, 539
72.881, 543
72.899, 542
72.920, 528
72.940, 545
72.961, 527
72.981, 549
73.002, 554
73.020, 564
73.041, 555
73.061, 572
73.082, 566
73.102, 567
73.122, 573
73.141, 573
73.160, 581
73.181, 576
73.201, 571
73.222, 564
73.242, 575
73.261, 567
73.281, 581
73.302, 563
73.322, 554
73.343, 549
73.361, 545
73.382, 560
73.402, 546
73.423, 534
73.443, 545
73.464, 542
73.482, 542
73.502, 539
73.523, 543
73.543, 532
73.563, 523
73.583, 530
73.602, 516
73.622, 517
73.643, 509
73.663, 489
73.684, 489
73.704, 499
73.723, 518
73.743, 564
73.764, 591
73.784, 625
73.805, 654
73.823, 666
73.843, 692
73.864, 707
73.884, 704
73.905, 718
73.925, 711
73.944, 710
73.964, 704
73.985, 716
74.004, 689
74.025, 713
74.045, 688
74.064, 699
74.084, 679
74.105, 675
74.125, 657
74.146, 673
74.166, 645
74.184, 652
74.205, 646
74.225, 651
74.246, 617
74.266, 638
74.287, 620
74.305, 613
74.326, 584
74.346, 612
74.367, 598
74.386, 586
74.406, 593
74.425, 548
74.446, 577
74.466, 566
74.487, 562
74.507, 545
74.525, 544
74.546, 545
74.566, 556
74.587, 532
74.607, 529
74.628, 523
74.646, 529
74.667, 546
74.687, 542
74.708, 545
74.728, 561
74.749, 546
74.767, 545
74.788, 563
74.808, 564
74.828, 568
74.848, 574
74.869, 572
74.887, 568
74.907, 575
74.928, 566
74.948, 572
74.969, 577
74.987, 562
75.008, 560
75.028, 572
75.049, 561
75.069, 557
75.090, 541
75.108, 566
75.129, 540
75.149, 549
75.170, 534
75.190, 557
75.211, 537
75.229, 533
75.249, 539
75.269, 526
75.289, 525
75.310, 516
75.330, 519
75.349, 511
75.369, 521
75.390, 506
75.410, 508
75.431, 497
75.449, 534
75.470, 564
75.490, 604
75.511, 614
75.531, 651
75.552, 646
75.570, 685
75.590, 702
75.611, 726
75.631, 727
75.652, 725
75.671, 709
75.691, 743
75.710, 703
75.731, 717
75.751, 703
75.772, 670
75.792, 673
75.811, 682
75.831, 681
75.852, 679
75.872, 659
75.893, 628
75.911, 647
75.931, 669
75.952, 645
75.972, 629
75.993, 628
76.013, 638
76.032, 611
76.052, 615
76.073, 603
76.093, 599
76.113, 594
76.133, 562
76.152, 575
76.172, 578
76.193, 581
76.213, 547
76.233, 563
76.254, 572
76.272, 552
76.293, 549
76.313, 536
76.334, 515
76.354, 523
76.373, 534
76.393, 543
76.414, 545
76.434, 537
76.455, 549
76.475, 552
76.494, 571
76.514, 560
76.535, 565
76.554, 559
76.574, 574
76.595, 583
76.613, 570
76.634, 586
76.654, 571
76.675, 566
76.695, 561
76.716, 574
76.734, 565
76.755, 568
76.775, 557
76.796, 559
76.816, 567
76.837, 548
76.855, 543
76.876, 554
76.896, 542
76.917, 543
76.937, 546
76.955, 548
76.976, 519
76.995, 538
77.016, 519
77.036, 521
77.057, 523
77.075, 514
77.096, 511
77.116, 504
77.137, 499
77.157, 497
77.178, 523
77.196, 537
77.217, 594
77.237, 615
77.257, 655
77.278, 655
77.298, 676
77.317, 711
77.337, 707
77.358, 717
77.378, 700
77.398, 725
77.418, 707
77.437, 707
77.457, 711
77.478, 693
77.498, 697
77.519, 672
77.537, 699
77.558, 663
77.578, 690
77.598, 665
77.619, 665
77.639, 642
77.658, 624
77.678, 636
77.699, 641
77.719, 612
77.740, 629
77.760, 612
77.779, 601
77.799, 609
77.820, 569
77.839, 577
77.860, 580
77.880, 588
77.899, 573
77.919, 562
77.939, 546
77.960, 562
77.980, 541
77.999, 550
78.019, 555
78.040, 556
78.060, 522
78.081, 533
78.101, 526
78.120, 548
78.140, 530
78.161, 554
78.181, 539
78.202, 564
78.222, 550
78.241, 576
78.261, 572
78.280, 571
78.301, 575
78.321, 565
78.342, 588
78.360, 569
78.381, 574
78.401, 567
78.422, 576
78.442, 553
78.461, 569
78.481, 568
78.502, 569
78.522, 553
78.543, 565
78.563, 528
78.582, 556
78.602, 550
78.622, 561
78.643, 535
78.663, 539
78.683, 531
78.702, 542
78.722, 529
78.742, 525
78.763, 527
78.783, 506
78.804, 515
78.822, 508
78.843, 508
78.863, 518
78.884, 528
78.904, 584
78.923, 617
78.943, 651
78.963, 682
78.984, 657
79.004, 703
79.025, 709
79.043, 723
79.064, 711
79.084, 733
79.104, 718
79.124, 694
79.145, 697
79.163, 714
79.184, 674
79.204, 707
79.225, 709
79.245, 681
79.266, 692
79.284, 677
79.304, 664
79.325, 674
79.345, 641
79.366, 663
79.386, 629
79.405, 627
79.425, 626
79.446, 603
79.466, 594
79.487, 602
79.506, 593
79.526, 593
79.545, 603
79.566, 582
79.586, 598
79.607, 574
79.625, 589
79.645, 532
79.666, 567
79.686, 540
79.707, 553
79.727, 534
79.746, 547
79.766, 534
79.787, 549
79.807, 529
79.828, 537
79.848, 554
79.867, 561
79.887, 551
79.908, 555
79.928, 564
79.948, 567
79.968, 573
79.986, 581
80.007, 584
80.027, 574
80.048, 581
80.068, 572
80.087, 591
80.107, 571
80.128, 569
80.148, 573
80.169, 567
80.189, 556
80.208, 562
80.228, 546
80.249, 544
80.269, 533
80.290, 540
80.310, 543
80.328, 548
80.349, 537
80.369, 533
80.389, 531
80.409, 533
80.430, 531
80.448, 526
80.469, 511
80.489, 501
80.510, 508
80.530, 502
80.549, 512
80.569, 527
80.590, 568
80.610, 589
80.631, 633
80.651, 631
80.669, 699
80.690, 686
80.710, 704
80.731, 701
80.751, 721
80.772, 695
80.790, 719
80.811, 705
80.830, 705
80.851, 719
80.871, 694
80.892, 688
80.910, 695
80.931, 693
80.951, 688
80.972, 667
80.992, 674
81.013, 675
81.031, 648
81.051, 640
81.072, 608
81.092, 622
81.113, 614
81.131, 619
81.152, 592
81.172, 622
81.193, 604
81.213, 566
81.233, 567
81.252, 582
81.272, 591
81.292, 592
81.313, 585
81.333, 552
81.353, 553
81.372, 565
81.392, 545
81.413, 540
81.433, 544
81.454, 520
81.474, 545
81.493, 529
81.513, 552
81.534, 562
81.554, 544
81.575, 556
81.593, 566
81.614, 573
81.634, 594
81.655, 583
81.674, 561
81.694, 568
81.713, 561
81.733, 580
81.754, 582
81.774, 566
81.795, 576
81.815, 567
81.834, 562
81.854, 572
81.875, 576
81.895, 548
81.916, 551
81.936, 554
81.955, 546
81.975, 551
81.996, 562
82.016, 537
82.037, 530
82.055, 539
82.075, 533
82.096, 518
82.115, 513
82.136, 517
82.156, 520
82.175, 496
82.195, 504
82.216, 511
82.236, 517
82.257, 557
82.277, 559
82.296, 623
82.316, 641
82.337, 674
82.357, 693
82.377, 698
82.398, 707
82.416, 730
82.437, 735
82.457, 730
82.478, 697
82.498, 699
82.518, 704
82.537, 703
82.557, 688
82.577, 707
82.598, 673
82.618, 684
82.637, 691
82.657, 656
82.678, 674
82.698, 651
82.718, 651
82.739, 639
82.757, 627
82.778, 629
82.798, 629
82.819, 613
82.839, 607
82.860, 574
82.878, 583
82.899, 595
82.919, 566
82.940, 587
82.959, 594
82.980, 571
82.998, 580
83.019, 575
83.039, 564
83.059, 560
83.080, 530
83.098, 539
83.119, 541
83.139, 540
83.160, 532
83.180, 549
83.201, 556
83.219, 574
83.240, 561
83.260, 570
83.281, 556
83.301, 572
83.322, 577
83.340, 579
83.361, 581
83.381, 576
83.400, 564
83.421, 580
83.441, 582
83.460, 583
83.480, 578
83.501, 557
83.521, 560
83.542, 559
83.560, 572
83.581, 566
83.601, 546
83.622, 554
83.642, 544
83.663, 535
83.681, 546
83.702, 539
83.722, 542
83.742, 531
83.763, 524
83.783, 515
83.802, 516
83.822, 500
83.842, 514
83.862, 509
83.883, 492
83.903, 504
83.922, 524
83.942, 563
83.963, 591
83.983, 635
84.004, 648
84.024, 671
84.043, 710
84.063, 716
84.083, 713
84.104, 714
84.124, 710
84.143, 702
84.163, 697
84.184, 694
84.204, 686
84.225, 690
84.244, 686
84.264, 692
84.283, 681
84.304, 680
84.324, 663
84.345, 656
84.365, 657
84.384, 660
84.404, 639
84.424, 641
84.445, 631
84.465, 598
84.486, 614
84.504, 627
84.525, 597
84.545, 580
84.566, 572
84.586, 582
84.607, 574
84.625, 579
84.646, 577
84.666, 564
84.686, 560
84.706, 551
84.725, 551
84.745, 550
84.765, 537
84.786, 543
84.806, 526
84.827, 529
84.845, 544
84.866, 547
84.886, 558
84.907, 559
84.927, 561
84.948, 553
84.966, 568
84.987, 567
85.007, 580
85.028, 575
85.048, 572
85.069, 575
85.087, 576
85.107, 582
85.127, 579
85.147, 576
85.168, 565
85.186, 565
85.207, 569
85.227, 575
85.248, 563
85.268, 561
85.289, 547
85.307, 548
85.328, 553
85.348, 554
85.369, 543
85.389, 530
85.410, 512
85.428, 519
85.448, 533
85.469, 530
85.489, 517
85.510, 514
85.529, 508
85.549, 502
85.568, 495
85.589, 508
85.609, 540
85.630, 581
85.648, 617
85.669, 667
85.689, 684
85.710, 691
85.730, 703
85.751, 713
85.769, 735
85.789, 716
85.810, 738
85.830, 711
85.851, 722
85.871, 710
85.890, 710
85.910, 708
85.931, 690
85.951, 691
85.971, 704
85.991, 677
86.010, 688
86.030, 678
86.051, 667
86.071, 656
86.092, 656
86.112, 635
86.130, 637
86.151, 628
86.171, 603
86.192, 616
86.212, 618
86.231, 628
86.251, 633
86.272, 930
86.292, 3706
86.313, 7556
86.333, 9917
86.352, 12454
86.372, 14167
86.393, 14062
86.413, 12972
86.432, 11966
86.452, 11340
86.472, 10935
86.493, 10803
86.513, 11492
86.532, 13098
86.552, 15037
86.573, 17398
86.593, 20867
86.613, 24396
86.633, 28855
86.654, 36788
86.674, 50402
86.695, 65478
86.713, 75331
86.734, 83647
86.754, 90808
86.775, 94615
86.793, 96211
86.813, 97248
86.834, 98054
86.854, 98079
86.873, 98638
86.893, 99507
86.914, 100892
86.935, 102318
86.956, 103228
86.974, 103733
86.995, 103794
87.015, 103631
87.036, 103468
87.054, 103385
87.075, 103311
87.095, 103207
87.116, 102931
87.135, 102619
87.155, 102302
87.176, 102043
87.196, 101809
87.215, 101528
87.235, 101279
87.256, 101090
87.276, 100859
87.296, 100584
87.316, 100286
87.337, 99997
87.357, 99635
87.376, 99312
87.396, 98937
87.417, 98580
87.437, 98231
87.456, 97870
87.476, 97575
87.496, 97218
87.517, 96901
87.535, 96706
87.556, 96516
87.576, 96248
87.598, 96069
87.618, 95907
87.637, 95770
87.657, 95605
87.678, 95616
87.698, 95674
87.717, 95530
87.737, 95474
87.758, 95575
87.778, 95623
87.799, 95433
87.817, 95092
87.837, 94697
87.858, 94391
87.878, 94156
87.898, 93368
87.918, 91077
87.939, 85620
87.959, 79165
87.980, 63967
87.998, 45786
88.019, 28840
88.039, 12415
88.060, 3129
88.078, 1023
88.099, 642
88.119, 572
88.140, 560
88.160, 560
88.181, 551
88.199, 568
88.219, 566
88.240, 580
88.259, 582
88.280, 572
88.300, 585
88.319, 590
88.339, 590
88.360, 599
88.380, 593
88.401, 588
88.421, 577
88.440, 577
88.460, 590
88.481, 593
88.501, 580
88.521, 572
88.540, 558
88.560, 565
88.581, 562
88.601, 557
88.622, 558
88.642, 547
88.661, 552
88.680, 545
88.701, 551
88.721, 534
88.742, 532
88.762, 529
88.781, 530
88.801, 522
88.822, 530
88.842, 510
88.862, 513
88.883, 516
88.901, 515
88.922, 519
88.942, 541
88.963, 578
88.983, 594
89.004, 622
89.022, 673
89.043, 685
89.063, 700
89.083, 726
89.103, 713
89.124, 725
89.142, 751
89.163, 726
89.183, 719
89.203, 710
89.224, 710
89.242, 701
89.263, 706
89.283, 693
89.304, 683
89.324, 675
89.345, 668
89.363, 672
89.384, 658
89.404, 660
89.425, 635
89.445, 641
89.466, 621
89.484, 631
89.505, 631
89.524, 618
89.544, 600
89.565, 589
89.585, 586
89.604, 571
89.624, 577
89.645, 582
89.665, 581
89.686, 551
89.704, 583
89.725, 560
89.745, 561
89.766, 546
89.786, 550
89.807, 541
89.825, 539
89.846, 540
89.866, 546
89.886, 551
89.907, 553
89.926, 568
89.946, 571
89.965, 571
89.986, 575
90.006, 567
90.027, 578
90.047, 581
90.066, 589
90.086, 569
90.107, 578
90.127, 585
90.148, 585
90.168, 570
90.187, 572
90.207, 559
90.227, 559
90.248, 554
90.268, 564
90.287, 573
90.307, 564
90.328, 556
90.348, 544
90.368, 545
90.388, 548
90.407, 544
90.427, 537
90.448, 537
90.468, 524
90.489, 512
90.509, 512
90.528, 522
90.548, 515
90.568, 498
90.589, 499
90.609, 527
90.630, 546
90.648, 592
90.669, 615
90.689, 643
90.710, 662
90.730, 693
90.751, 697
90.769, 725
90.790, 708
90.809, 716
90.830, 722
90.850, 703
90.869, 728
90.889, 716
90.909, 711
90.930, 691
90.950, 682
90.971, 668
90.989, 671
91.010, 678
91.030, 672
91.051, 663
91.071, 653
91.092, 628
91.110, 636
91.131, 625
91.151, 622
91.172, 604
91.192, 616
91.212, 594
91.231, 599
91.250, 583
91.271, 577
91.291, 583
91.312, 561
91.332, 556
91.351, 554
91.371, 572
91.392, 562
91.412, 537
91.433, 539
91.451, 548
91.472, 539
91.492, 551
91.513, 549
91.533, 553
91.554, 543
91.572, 553
91.592, 562
91.613, 584
91.633, 567
91.653, 576
91.673, 544
91.692, 554
91.712, 567
91.733, 576
91.753, 579
91.774, 583
91.794, 572
91.813, 578
91.833, 574
91.854, 568
91.874, 571
91.895, 556
91.913, 567
91.933, 549
91.954, 566
91.974, 563
91.995, 546
92.015, 542
92.034, 539
92.054, 541
92.075, 548
92.094, 548
92.115, 544
92.135, 526
92.154, 535
92.174, 534
92.195, 535
92.215, 515
92.236, 492
92.256, 494
92.274, 494
92.295, 532
92.315, 570
92.336, 602
92.356, 643
92.377, 657
92.395, 698
92.416, 705
92.436, 703
92.457, 711
92.477, 717
92.497, 716
92.516, 736
92.536, 730
92.556, 719
92.577, 708
92.597, 688
92.615, 710
92.636, 707
92.656, 691
92.677, 685
92.697, 693
92.718, 664
92.736, 668
92.757, 666
92.777, 673
92.798, 621
92.818, 644
92.839, 635
92.857, 645
92.878, 610
92.898, 603
92.919, 602
92.938, 595
92.958, 598
92.977, 606
92.997, 597
93.018, 579
93.038, 578
93.059, 568
93.077, 581
93.098, 568
93.118, 552
93.139, 561
93.159, 556
93.180, 524
93.198, 546
93.219, 538
93.239, 531
93.260, 533
93.280, 546
93.301, 540
93.319, 556
93.339, 564
93.360, 558
93.379, 558
93.400, 571
93.420, 571
93.439, 561
93.459, 574
93.480, 563
93.500, 571
93.521, 575
93.541, 573
93.560, 571
93.580, 572
93.601, 559
93.621, 566
93.641, 561
93.660, 572
93.680, 554
93.701, 564
93.721, 540
93.742, 544
93.762, 548
93.781, 555
93.801, 539
93.821, 529
93.841, 534
93.862, 536
93.882, 531
93.901, 542
93.921, 529
93.942, 520
93.962, 520
93.982, 510
94.003, 511
94.021, 506
94.042, 532
94.062, 544
94.083, 599
94.103, 620
94.124, 654
94.142, 689
94.163, 694
94.183, 695
94.204, 714
94.223, 715
94.243, 725
94.262, 731
94.283, 717
94.303, 703
94.323, 687
94.344, 672
94.362, 708
94.383, 690
94.403, 694
94.424, 679
94.444, 670
94.465, 667
94.483, 670
94.504, 656
94.524, 648
94.545, 636
94.565, 612
94.586, 624
94.604, 614
94.625, 620
94.645, 584
94.664, 586
94.685, 589
94.705, 585
94.724, 590
94.744, 583
94.765, 570
94.785, 570
94.806, 572
94.824, 568
94.845, 558
94.865, 556
94.886, 535
94.906, 550
94.927, 544
94.945, 537
94.966, 531
94.986, 538
95.006, 538
95.027, 558
95.047, 547
95.066, 561
95.086, 565
95.106, 576
95.126, 572
95.147, 572
95.167, 569
95.186, 574
95.206, 576
95.227, 585
95.247, 571
95.268, 576
95.288, 568
95.307, 591
95.327, 576
95.347, 578
95.368, 576
95.388, 564
95.407, 556
95.427, 559
95.448, 567
95.468, 547
95.489, 556
95.508, 537
95.528, 542
95.547, 538
95.568, 546
95.588, 533
95.609, 536
95.629, 519
95.648, 529
95.668, 519
95.688, 514
95.709, 511
95.729, 505
95.750, 493
95.768, 529
95.789, 532
95.809, 554
95.830, 583
95.850, 622
95.871, 651
95.889, 676
95.910, 684
95.930, 701
95.950, 712
95.970, 716
95.989, 731
96.009, 736
96.029, 723
96.050, 723
96.070, 708
96.091, 712
96.109, 707
96.130, 693
96.150, 697
96.171, 695
96.191, 668
96.212, 681
96.230, 680
96.251, 667
96.271, 671
96.292, 663
96.312, 656
96.332, 633
96.351, 633
96.370, 612
96.391, 603
96.411, 602
96.432, 605
96.452, 612
96.471, 603
96.491, 594
96.512, 583
96.532, 582
96.553, 576
96.571, 577
96.592, 578
96.612, 572
96.633, 544
96.653, 562
96.674, 528
96.692, 550
96.712, 522
96.733, 527
96.753, 523
96.773, 528
96.793, 554
96.813, 565
96.832, 561
96.853, 555
96.873, 544
96.894, 571
96.914, 578
96.933, 579
96.953, 565
96.974, 575
96.994, 578
97.015, 580
97.035, 586
97.053, 579
97.074, 589
97.094, 572
97.115, 566
97.135, 564
97.154, 563
97.174, 574
97.195, 566
97.215, 560
97.235, 566
97.255, 566
97.274, 559
97.294, 556
97.315, 552
97.335, 545
97.356, 541
97.376, 542
97.394, 541
97.415, 534
97.435, 525
97.456, 522
97.476, 524
97.497, 516
97.515, 517
97.536, 506
97.556, 486
97.577, 498
97.597, 516
97.618, 531
97.636, 564
97.657, 577
97.676, 619
97.697, 652
97.717, 676
97.735, 696
97.756, 699
97.776, 723
97.797, 701
97.817, 693
97.838, 690
97.856, 728
97.877, 718
97.897, 715
97.918, 704
97.938, 659
97.959, 669
97.977, 679
97.998, 662
98.018, 686
98.039, 670
98.059, 669
98.078, 667
98.098, 658
98.117, 637
98.138, 616
98.158, 625
98.179, 642
98.197, 632
98.218, 610
98.238, 582
98.259, 569
98.279, 596
98.300, 598
98.318, 589
98.339, 563
98.359, 569
98.380, 551
98.400, 568
98.421, 574
98.439, 558
98.459, 557
98.480, 568
98.500, 550
98.520, 547
98.540, 523
98.559, 539
98.579, 524
98.600, 552
98.620, 552
98.641, 532
98.661, 538
98.680, 555
98.700, 552
98.721, 570
98.741, 567
98.761, 546
98.782, 561
98.800, 578
98.821, 575
98.841, 579
98.862, 570
98.882, 572
98.901, 584
98.921, 578
98.942, 582
98.961, 562
98.982, 563
99.002, 569
99.021, 570
99.041, 562
99.062, 565
99.082, 552
99.102, 556
99.123, 549
99.141, 548
99.162, 536
99.182, 553
